,comment,sentiment,
6287,always awaiting ken jees videos,normal,
6288,tamaro no aap jo salah levani che,normal,
6289,in asian launguage its called as chili chicken and rice,normal,
6290,dream is the go at,normal,
6291,how y all be eating the same meal for a whole week i couldn t,normal,
6292,bhoot bhi nishchey ke vlog me aana chahta hai re,normal,
6293,i m from odisha kendrapara,normal,
6294,in short dont get afraid and embrace the storm,normal,
6295,hi can i know which design under armour shirt youre on it looks really nice,question,
6296,lost hackathons in data science but coming close to winning last time got th out of agla hackathon jeete ge,normal,
6297,oh my goodness it worked the golden zenith of all data scientists lol,normal,
6298,i need a video guide on fixing my mental attitude towards clothing because when i think about it i m really uncomfortable about not having a good basic essentials wardrobe but then again it s so damn hard to make myself go out and look for clothes spending all the weekend and probably not finding a lot of things that suit you and also spending money on clothes so basically i m not comfortable with the amount of effort and money i have to put in it seeing as i have no basics and feel of style but i m also not comfortable with looking like a joke,suggestion,
6299,infinix gt pro me android avitak nehi aya,normal,
6300,horror vlog maggi recipe,suggestion,
6301,plz make roadmap on ai ans ml engineer,suggestion,
6302,first target subscribers without video,appreciation,
6303,visit kasmir nice place,appreciation,
6304,please ek video jio recharge bar bhi bna do,suggestion,
6305,under k mein phones suggest kijiye,question,
6306,written blog on kartik swami temple it will be your travel guide,normal,
6307,mam kya aap software testing ka full course bana sakte ho with subtitles plz plz i m waiting,suggestion,
6308,name it as vivan means intelligent,normal,
6309,please make unboxing of tecno camon and tecno camon premier together and make a comparison,suggestion,
6310,hey ken please make a video on interview for data sciencelike what kind of python coding question will be asked etc,suggestion,
6311,how to look good in any outfits step be handsome,question,
6312,ajjubhai pleas aap apnee uid dedo pleas,question,
6313,i think a cool project i want to work on in is simulating a monopoly game a favorite subject of mine is stochastic processes and really monopoly is just a giant markov chaintransition matrix i think itd be cool to do something like that still working on my main school project now which has caused a few others to be put on the back burner but hopefully this one wraps up soon so i can focus on the others more great content as always just joined the discord,normal,
6314,you can name it thanos it will erase training time in half,suggestion,
6315,please make a one shot video on typescript,suggestion,
6316,v ho jaaye bhai,normal,
6317,johny bhai please yaar hame bhi aapki tarah game khelna hai lekin me bahut garib hu mere low divice he,question,
6318,i love this i read atomic habits earlier this year and it inspired me to add more structure to my life if im being honest some of my habits have stuck better than others do you struggle with this and how do you tackle it thanks,appreciation,
6319,hey ken could you please do an interview guide video for us love your content,suggestion,
6320,i am working on record linkage of two databases identify same record with spelling difference etc i am now starting to exhaust my machines memory and want to start using distributed computing perhaps google colab might be the way initially will match manually next would be to apply machine learning to classify matches by training on manually matched data,normal,
6321,chefjackovens as an option you can mariante chicken breast in sour cream with any seasoning you like for minutes,suggestion,
6322,bhai please best laptop kon hai,question,
6323,but they say rice should be max days in the fridge otherwise u can get sick,suggestion,
6324,road map for data scientist,suggestion,
6325,please help me jimmy sir please help me jimmy sir,question,
6326,ssung dex ko explore krr k deeply details share kro,question,
6327,vote for ai and ml course,suggestion,
6328,can you please make a video on front end and back end of android development and the road map of android development,suggestion,
6329,mam please make video on backend developer roadmap,suggestion,
6330,i don t think it s healthy,suggestion,
6331,please didi mongodb ka video banaaye,suggestion,
6332,please make a detailed video on cloud computing,suggestion,
6333,ken hear me out instead of going into the papaya business lets go into the housing industry looks like there is an opening i think we could build a helluva algorithm,suggestion,
6334,cook something vegetarian bro,suggestion,
6335,iqoo z x test karo,suggestion,
6336,hello sir i want to start my ms career in data science i need your help sir,question,
6337,this is a very interesting subject to cover can you make more videos on ml in business and what made the models successful or unsuccessful,question,
6338,thanks a lot for this please create more these type of short discussions from india,suggestion,
6339,will you consider making a video about putting together a project portfolio website it would be really helpful,suggestion,
6340,quotmaro bcquot meme gonna viral,suggestion,
6341,project tip from tina huang work with a professor in a project,suggestion,
6342,indian education system par ek video banao,suggestion,
6343,plz create girls fasion dressing sence,suggestion,
6344,could you please do a video on kerala s mullaperiyar dam issue,suggestion,
6345,someday that discord link will exist maybe it might be the best data science discord who knows,suggestion,
6346,regular fashion video lau,suggestion,
6347,i don t know which criteria you used to compare all these european countries they all have stunning landscape and monuments italy is beautiful but why should it be the first small countries like luxembourg are never mentioned but they are beautiful too,suggestion,
6348,sir please do something for the youth of himachal,suggestion,
6349,hello ken you are doing great job i just want to suggest you things zoom on the coding part bcuz its very hard to read code when you are on mobile use jupyter notebook instead of this as the interface is very clear and friendly,suggestion,
6350,hi harry sir please make a cuorse on ethical hacking and cybersecurity pleasenice video,suggestion,
6351,kindly made backend development roadmap,suggestion,
6352,shraddha didi make course on data science,suggestion,
6353,make video on full stack development roadmap,suggestion,
6354,great stuff just one thing id like to start here as a post graduate in maths id like to point out that stats is a separate degree and we math majors dont really study stats and vice versa a lot of industry misconception around this although stats is basically mathematics its a separate degree hopefully this clears doubts i know a lot of you watching this video would be confused as to pursuing cs or math for your ms keep this comment in mind hopefully this finds you,suggestion,
6355,i feel that incorporating good questions into videos would be good that way people dont ask the same question over and over again also good questions wont get lost as videos get older,suggestion,
6356,dhruvrathee make a video on badapav girl,suggestion,
6357,should have thrown some fresh chunks of pineapple in with the capsicum and onion,suggestion,
6358,jasmin rice is far superior,normal,
6359,macbook pro m max inch unboxing karlo plzzzzzz,suggestion,
6360,janathan bhai kbhi free fire bhi khelo maje aaega,suggestion,
6361,helpful tip for adobe illustrator cs version is what i use but will still have it in other versions they do have spell check you just click on the top menu bar edit check spelling or ctrli for the shortcut coming from an art background i would still advise giving adobe illustrator another shot it takes a bit getting used to but you will always have more control with programs like this that are meant for better professional design great videos love the content,suggestion,
6362,i wish this one was on your website with the adjusted amounts for people,suggestion,
6363,it should be called game of me beast,suggestion,
6364,don t contribute to open source for the sake of contributing,suggestion,
6365,amazing work cleared a lot of doubts for me can you make a video on machine learning engineers getting a job in google sharing their resume projects that would be great till then keep up the great work brother,suggestion,
6366,i would like to master python for finance in the next month,normal,
6367,hey dr bro make a video on rgv as well,suggestion,
6368,or take my approach leave your career and get a job at a university so you can go to school for computer science lol,suggestion,
6369,tough call but id say cs or se not particularly data science its better to choose after you know most of the stuff that a computer student would know which you will learn in bs cs or se then go for a specialized field,suggestion,
6370,sir please help me,normal,
6371,can you do a video for soccer,suggestion,
6372,how you cook meals for days in hour you cant keep cooked food for days straight in the fridge bruv thats asking for abdominal pains and diarrhea,question,
6373,if you have the ability to support yourself for a few months off of your savings a legitimate coding bootcamp is actually an excellent way into the industry that s how i got my dev job at a major insurance company i went through an inperson week fulltime full stack bootcamp and got hired immediately after graduation been at the same company for almost years now it s been great there s no substitute for live instruction by a competent teacher,suggestion,
6374,or you can dress whatever you want andor afford,suggestion,
6375,gurleen pannu ko bula lo next episode m,suggestion,
6376,i want work with you but i am very poor,suggestion,
6377,rahul gandhi is breaking rules of parliament by showing images,suggestion,
6378,please make some tutorials for java,suggestion,
6379,ek full road map to zero ekdam starting as ethical hacker banne ke lea kya kare uspe ek video upload kegea agar ha to hamko comment me pin kar degea full roadmap ekdam stating se kya kaise start kare kya sikhe ekad start se plz bhiya replay my comment,suggestion,
6380,could you do some videos of applying ml into a live project like a chat bot also great vid,suggestion,
6381,hey ken im eagerly waiting for your another end to end project,appreciation,
6382,ken i think you forgot something nopapayaswereharmed,question,
6383,please start new series web developed and use ai power,suggestion,
6384,hi ken i love the way you are making the videos for the entire ds process i would like to add a point for this video where i suggest if you have spent the feature selection process or criterias to add more values to model and this video just my cents for the video its good work done keep going all the best,suggestion,
6385,try to do proper review if paying and same phones getting at in so please make ration of price to value give real reviews instead of hipe,suggestion,
6386,bhai free fire ka video dalo,suggestion,
6387,nowadayseven just react is not enoughyou will need to master next js also,suggestion,
6388,call munawar farooqi next,suggestion,
6389,jio fee bdya hai espe video bnaeye please,suggestion,
6390,too much carb maybe would be enough otherwise you would simply spike the insulin levels and try using normal oil olive or animal fat,suggestion,
6391,i would think that a database containing the relevant data would exist and then we could see some sql action,suggestion,
6392,hey everyone currently i am in class th and i want to become a ethical hacker please suggest me roadmap from basics,question,
6393,reis b sunucu kur mayk raft bedwars a ve ejderhaya kadar adalar n geli tirmelrine izin ver ve son kalan ki iye k ver d,,
6394,dusre ka copy karna chhodo apne style mein bolo,suggestion,
6395,nd episode please,question,
6396,the cracking is the hardest part easy to break the yolk apart before frying,suggestion,
6397,hi ken i majored in data analytics for my undergrad and have some work experience as a data analyst as well as a junior data scientist id like to transition into the data science side of things and i was actually admitted into a masters program at the university where i completed my undergrad the cost of tuition however is far too high for me to afford would a bootcamp be the next best choice because of my background,suggestion,
6398,bs acha acha boldia kuch negatives,suggestion,
6399,more vedios like this man,appreciation,
6400,kindly also make a full detailed video on backend web development road map,suggestion,
6401,bhai oppo reno and reno pro ki video banao,suggestion,
6402,realme gt vs realme pro plus camera test,suggestion,
6403,lets get this video to b views,appreciation,
6404,hey ma m can you plz upload full python course with use of library files,suggestion,
6405,guys drop wool on the glass because it easer,suggestion,
6406,kon kon chahta h ki triggered insaan big boss ott roast krein,suggestion,
6407,lightly season rains salt on eggs,suggestion,
6408,great video another fun thing i think worth mentioning with systems engineering and programming in cc is performance programming writing parallel and concurrent programs pretty fun and challenging to optimize old algos like kmeans and functions like fast fourier transforms,appreciation,
6409,please make the same in english too,suggestion,
6410,you don t need to go on and off the heat you really don t,suggestion,
6411,i think some of this comes from being badly informed on proper protocols for giving credit just because something is freely available on github doesnt mean its free for anybody to just grab as their own with no strings attached and poor mechanisms for dealing with the understandably great pressure some face in the field doesnt make it right though i agree with you that i doubt it typically comes from ill intentions on an unrelated note i think its sykit learn not sick it learn sick it learn sounds like a modern experimental metal band or something,suggestion,
6412,pl send part of kerala,question,
6413,great stuff thanks can you make a video discussing tableau apache superset or similar type soft considering their application importance really appreciate your hard work,appreciation,
6414,koi k me badiya phone batao fpa dede bgmi me badiya ek dam,question,
6415,what came to mind was an asymmetric information model from game theory perhaps the seller knows more than the buyer about its flipping potential,suggestion,
6416,share market pr ek video bhai,suggestion,
6417,grooming tips in please,question,
6418,just made this it tastes really good but the sauce didn t thicken at all any suggestions maybe just need more cornflour,suggestion,
6419,my option for scrambled eggs i cube a inch slice of mozzarella in my nonstick skillet and when it starts to melt add two eggs that have been beaten with a fork and a little over one tbsp of milk and heat on medium until done mozzarella which is milk is bland and doesn t cover up the egg flavor and creates a fluffy rich egg i only eat half with slices of toast and can go four hours plus without any hunger,suggestion,
6420,to copy the selenium scraper in one go just go to the first line of the code block and click so that your cursor is flashing then scroll down to the bottom once you get there hold shift and click again and that will highlight everything between the two points where you click with your cursor huge time saver,suggestion,
6421,make a video on roadmap to blockchain development,suggestion,
6422,indian illegally occupied jammu and kashmir,normal,
6423,i guess no one in the country likes the nation is evolving faster and faster after modi ji take over the oath of pm they just want rs in bank account for nothing they are ignoring that rahul gandhi is buying votes in rs indirectly people need to understand that they ll be muted if rahul gandhi takes the oath,suggestion,
6424,handson projects especially small focused projects from the outset will accelerate learning of both the theoretical concepts and the practical skills for example learn python while learning a data acquisition technique provides context and motivation this approach applies to each stage of the data science workflow and to each of the technologies revisit earlier projects and add another stage of the workflow,suggestion,
6425,bjp government should immediately get dissolved only way to save the nation and the citizens,suggestion,
6426,smart monitor samsung ke bare me video banao,suggestion,
6427,we want for java too,suggestion,
6428,need help from ur team i need some contacts for tecno as my newly taken camon g is giving lot of trouble after android update pls help,question,
6429,bhai bsnl pr koi video bnaoo,suggestion,
6430,please make a video on machine learning roadmap,suggestion,
6431,guyz koi acchi team mere ko lelo accha assulter hu device iphone role assulter fd back to back season age,suggestion,
6432,jonathan bahi aapka bjg fan hi bahi ek kaam karo na thor character aad karne bolo na,suggestion,
6433,bhaiya plz we more video,suggestion,
6434,i hope you read this bro the course data science that you had described in your vlog information is showing only discount not can you check on this tia,suggestion,
6435,great video ken for i was thinking of a project that predicts the value of magic the gathering cards on the secondary market ill try to combine sentiment analysis taken from twitter and data from online tournaments to do so its a greedy project but i can use it if it works so its a winwin haha,appreciation,
6436,bhaii iqoo z bhi toh achhi choice hai k ke andarvo add kyu nhi kiya,question,
6437,make sure to get brawl stars because it s a fun game,suggestion,
6438,please make video on law of attraction,suggestion,
6439,bhai yar meri ek bahute chapat thi ki aap food vlogs pe roasting video banao pleaseeeeee,suggestion,
6440,if u like pokemon u can name as raikou its one of the most powerful pokemon which has amazing electric power ur gpu remind me of raikou haha,question,
6441,you wrote gave mistakenly it will be game,suggestion,
6442,usne ye mudda to uhthaya par agniveer jo important mudda hain usse daba diya gaya,suggestion,
6443,vote for kunal kamra,suggestion,
6444,another great video i think the advice you give is very useful because ive been following the same methodology when learning data science for the past year im try to understand and practice each individual part of the whole process of building a project first and then in the end everything manages to piece together perfectly after that ive been solving rubiks cubes as a hobby since so i think im pretty good at not giving up when something gets difficult just as you said it takes a lot of time and patience but with enough motivation and hard work you eventually reach your goal,appreciation,
6445,great video as usual it s funny how we are almost always our own worst enemy i continue to avoid trying projects and at times lose all my motivation for learning my job is comfortable right now but i know things can change fast and in the long run i need to skill up while also working towards a more fulfilling and rewarding career i just need to get out of my own way this video was a great reminder,appreciation,
6446,that s what they discuss in the parliament time is previous and they re reminiscing their highschool days,normal,
6447,is it just me or glassdoor has made its html scrapeproof i tried reproducing the code but i couldnt comprehend how i could access the elements with company name salary est location etc the elements are just divs with job ids in class name and no extra attributes to access them anyone have a workaround please help if possible can anyone share the link with the dataset you scraped because i really want to follow along with the tutorial thanks in advance,question,
6448,bro give me one gaming phone,normal,
6449,after they got second contestant as winner judges started to give them scores in between the numbers like or full number will be obvious score contestants gives themselves sahi khel gaye,suggestion,
6450,vlogger paranormal investigators,suggestion,
6451,ken please make a playlist for this series will be helpful for everyone,suggestion,
6452,men one que would it be possible to create a small data science project for youtube lets say series of videos,suggestion,
6453,when the maxed out character uses the level items,suggestion,
6454,full stack developer roadmap,question,
6455,regular fashion tips chahiye,suggestion,
6456,make a video of top best phone under k,suggestion,
6457,can you go explore the bhangardh fort,question,
6458,great video i would love to attend the session on moving data analytics to the extreme edge,appreciation,
6459,ml road map bhi bnaao or how to apply for off campus jobs,suggestion,
6460,one key ingredient gordon failed to mention hexclad prices,suggestion,
6461,thanks for the video really helpful what you suggest if having master degree in computer science and work experience as an etl developerbit part of data engineer also how u see positive ans negative point of work experience as an etl developer will help to moving to data science,appreciation,
6462,title should be twitter advertisement,suggestion,
6463,akash sir huge fan but please don t dye your hair be natural and neutral like the kind of journalism you do love from bengal,suggestion,
6464,scraping jupyter notebook into spider ide,normal,
6465,bhai please aap horror videos hi bnaya karo,suggestion,
6466,bhai ap apni company kohl lo ham sab a jayega,suggestion,
6467,jimmyplease come to bangladesh i want to meet you,question,
6468,don t buy wait for pro,suggestion,
6469,mr beast faz uma s rie no minecraft,suggestion,
6470,the iris dataset is ideally suited for regression classification and clustering projects for beginners working with a single dataset and learning which types of machine learning algorithms are possible and appropriate can reduce the time before you can tackle resumeworthy projects another useful skills is the ability to compare approaches regression vs classification vs clustering so you are ready to make recommendations to your manager or client or even your team about why a certain approach or algorithm is bettersuited to the task at hand,suggestion,
6471,aap yah chunni sir per mat bandho vah wala dupatta aata hai na vah banda karo ekadam mast lagte ho,suggestion,
6472,lg tv k sath compare kro sab pata chal chayega color effect ka,suggestion,
6473,sir make video on realme p g,suggestion,
6474,dear visiters please try to keep the places you visit from food wastes and plastics as we in kerala has been noticing significant rise of food waste and plastics dumped into the open nature by which destroying the ecosystem atlaest act as a gentle adult in the places you visit please,suggestion,
6475,can u play brake in on roblox,question,
6476,for more coding stuff subscribe indieducate,appreciation,
6477,is bar bar bar khara hona par raha hai,suggestion,
6478,ken jee sir can you please do a sports analytics project video plzzzzzzzzz,suggestion,
6479,i made a video called places to visit in hawaii can you check it out,suggestion,
6480,roadmap for students in class or earlier would be great,suggestion,
6481,sir plz bring something for gate chemistry,suggestion,
6482,sir aap video main writing main mat likho bas aap bol rahe ho bahut hai,suggestion,
6483,bhaisab outdoor me bgmi khele zara,suggestion,
6484,hey ken if you ever plan to make videos teaching data science concepts or any sort of tutorials but you are struggling with time try live streaming it will save so much time of yours since you dont have to edit them you can interact with us guys more often,suggestion,
6485,majak nhi vedio trending mai aana,suggestion,
6486,s fe october launch h shyaf,normal,
6487,how about a video of making the transition from graduate school in the life sciences to data science i know you can get data science certificates what steps should people with phds not in cs eg biologygenomics take while they re in grad school,suggestion,
6488,how about a podcast of life and data or life through data and data through life i am not sure thats all i got so far good luck with the new podcast d just be careful not to get too much on your plate i should know i am in the process of entirely rebuilding my life,suggestion,
6489,put some quotbuttaahquot in them eggs,suggestion,
6490,vot for mukesh abani in mobile recharge price,suggestion,
6491,mam please make a video on android dev too what the things we need to do it,suggestion,
6492,excuse me please can i come and eat in yr place i am hopeless cook,question,
6493,ken we need more stuff on data analytics topic,suggestion,
6494,please share a roadmap for ai engineering,suggestion,
6495,well the surname is not moitraa it s moitrow just like there s nothing called baangaal it s baangla,suggestion,
6496,jisko mere sath jana ho btao pura kharcha mera with drink and non beg please send me the details mobile number,suggestion,
6497,episode kaha hai iska,question,
6498,my fucking brain hurts but imma do this,suggestion,
6499,mister beast i can beat the squid game,normal,
6500,well this is what i call an original intro d this really made me excited to watch the rest of the video and as for the name since you already went the for the nordic route how about the name valkyrie i think it would be a great followup to mj lnir d,appreciation,
6501,please make a roadmap for intermediate python developers,suggestion,
6502,sir please rahulgandhi address this issue regarding the price hike on recharge plans of mobile phones in assembly a humble request,question,
6503,same roadmap video for backend,suggestion,
6504,please make videos on fashion sir,suggestion,
6505,will you colay me please,question,
6506,bro choosing shopify developer is good,suggestion,
6507,very insightful i wish you could interview a family woman who succeeds in getting her first data science job,suggestion,
6508,motorola ko apni ji series mein hello ui dena chahie,suggestion,
6509,your not supposed to keep meat in the fridge for days,suggestion,
6510,hey ken huge fan of your work id like to add that data scientist is not the only job out there in the data field you could end up becoming a data engineer data architect data analyst business analyst systems analyst software developer cybersecurity analyst decisions and operations analytist etc my point you could start thinking you want to be a data scientists but then realize your skill set and interests are better suited for any other of the areas i listed,suggestion,
6511,vote for triggered insaan bigg boss season,suggestion,
6512,you didn t give me prize for playing brawl stars,suggestion,
6513,hey travellerswant to know more about kadhakali at fort cochi and other beautiful places customs of kerala please visit and subscribe my channel ammoos travelogue,suggestion,
6514,yes story telling is under appreciated its not even really taught,suggestion,
6515,a simplier way to go would be dfdescriptionapplylambda x strxlower,suggestion,
6516,dress for the occasion eg i would not trust a software developer in a suit if you are good enough you can show up in a hoodie,suggestion,
6517,bro pls stop saying yes after every sentence it is so annoying,suggestion,
6518,nice video can you please make more videos like this one,suggestion,
6519,we need grooming updates,suggestion,
6520,can you please do video in english,suggestion,
6521,camere se mtlb ni h performance acchi ho gaming m,suggestion,
6522,vote changaan to go to place where ashish chanchlani told in podcast,suggestion,
6523,didi plz one shot on developer tester,suggestion,
6524,twitter ya linkedin bhaiya,question,
6525,u need to wash the rice first and soked in water for min,suggestion,
6526,bhai ek magic cube doge,suggestion,
6527,badass pan i d love a real nonstick frying pan a good one,suggestion,
6528,hello i am creating videos about data science application for business feel free to suscribe to my channel if you are interested in this topics d,suggestion,
6529,bro i want to play valorant with you,suggestion,
6530,bhai mysql nahi toh php ki nai series le aao,suggestion,
6531,thank god and thank you very much for your support and time i am using recycling aluminum cans and plastic bottles i know theres several nuggets to be expressed but i dont have a clue on how to express this information to a website do you have any ideas or suggestions let me know,appreciation,
6532,ken are you planning to upload any youtube short videos about data science,question,
6533,aiml playlist plz,question,
6534,baiya ji mera old account lost ho gaya login kiya to new i d account open ho raha hai kya karo please thora sa help mila to,suggestion,
6535,great work i would to watch more such videos could you talk about spotify recommendation system and it s success,suggestion,
6536,learn programmingpython get familiar with stats and algorithms code reviewgo to kaggle do as many projects as you can now note these need not to be done in sequence and dont try to master them get a basic understanding and make learning a habit last thing engage with community,suggestion,
6537,i love ramsey but is he seriously ruining a nonstick pan with metal tongs,question,
6538,ma am back end developer roadmap,question,
6539,since when do asians use olive oil,suggestion,
6540,more videos like this please,appreciation,
6541,please make video on teckno camon mobile,suggestion,
6542,bhai nginx rtmp module pe ek series bana do,suggestion,
6543,road map for android developer,suggestion,
6544,please make playlist for machine learning,suggestion,
6545,pl show part,suggestion,
6546,sir you will recommend me if i learn python and data structures you can take my interview,question,
6547,bro me app sath room khelunga mera challenge he kiya app meri satha khelege,suggestion,
6548,video should ve been titled quotgordon ramsay making you hungry for minutesquot,suggestion,
6549,jonathan starcaptain se v karo,suggestion,
6550,looking forward to join you in the days of data again as a project i want to web scrap the prices and data of a colombian ecommerce each day and show how the business behave as the country get the covids vaccine,suggestion,
6551,the field will continue to rise but slow down and will morph,suggestion,
6552,mam mern stack development ka road map ka video banaye,suggestion,
6553,gordon just a touch ramsay,suggestion,
6554,hi please ans g na g,question,
6555,hi thanks for your video i wish there were english subtitlesfor non native like me,suggestion,
6556,smoked paprika instead of chilli flakes,suggestion,
6557,kabhi garib adami ko bhi game me blao,suggestion,
6558,mam can you please made the video in english then it is easy to understand,question,
6559,your videos are really good do you have any roadmap to get into cyber security or network related fields it would be a great help,question,
6560,need fashion videos,suggestion,
6561,hi ken i enjoy your videos thanks for helping me on my data scientist journey name your pc kobe after the late great kobe bryant,appreciation,
6562,thank you for this addition i think i want to start with linear regression on premier league soccer and predicting final league standing from earlyseason information,appreciation,
6563,one small issue yes stand quality if hang ok send repot to samsung and company why we want to order one more tv but not hang on table,suggestion,
6564,mam react js ka tutorials chahiye,suggestion,
6565,please do more of these,normal,
6566,hi ashish bro do you have any planes about next episode of pretty good roast show and anyhow if you can bring arpit bala on the show that would be wonderful and we would love to see that episode,question,
6567,hi future me let me see where you at now wish you can find this comment when you back here,suggestion,
6568,under k please,question,
6569,bhaiya ise hi java ke liye bhi bana do,suggestion,
6570,streamlit is also a good eda tool,suggestion,
6571,aiju bhai place mugha ff sikha da,suggestion,
6572,hi friends agr ap kashmir valley k aise he khoobsurat videos dekhna chahte ho to plz meri channel pe vist kr dekh sakte ho,suggestion,
6573,good luck looking forward for your videos and the daysofdata challenge i already made projects and first video is going to be up on my channel tomorrow together we are strong will you do a full tutorial on this i think this project might be even a bit easier than titanic,suggestion,
6574,kashmir can be as beautiful as switzerland provided massive investment is made in roads railways and in cleaning lakes and beautifying surroundings locals are trained in preparing foods and dishes required to suit the taste of foreign tourists as most of them don t prefer to eat spicy foods continuously during their long stay,appreciation,
6575,pls yrr koi royal paas dedo i d,question,
6576,overfitting underfitting and bias invariance tradeoff please,question,
6577,thousand under best camera phone please,question,
6578,i want to watch more fashion related videos of you,suggestion,
6579,ma am can you please make a one shot on typescript i really need your help to learn typescript,suggestion,
6580,plz visit my channel jess gaming,normal,
6581,vs karoge jonathan bhai,suggestion,
6582,i love meal prepping for a whole weekbut please wash your rice first before cooking itlearn a proper asian way to wash your rice,suggestion,
6583,r u share your vedios about gas acidity bloating afara etc best medicine as you suggest please,question,
6584,shi nhi jate log wha ghumne nhi to us jgha ko bhi pardusit kr dege,suggestion,
6585,never go the bash or c route don t make the same mistake as me,suggestion,
6586,best phone under k video plz,suggestion,
6587,such a simple powerful concept i ve always found that if you commit to do something daily for just a few minutes you ll end up going over more often than not,suggestion,
6588,just osho will change your life no other book needed,suggestion,
6589,box me gaming ke liye finger slip hai,suggestion,
6590,sir engineering physics bhi laayiye please,suggestion,
6591,realme pro plus amp realme gt t ka compares video karo sirji,suggestion,
6592,another great video ken what i will advice to starter is that if you are okay to tackle different kind of challenges and have continuous learning mindset then you are good do go as data science is a fast evolving and full of challenges field,suggestion,
6593,this longsleeve tshirt link lmao,normal,
6594,hello i am from iran could you please guid me to learn a programming language to find a job in canada,question,
6595,i m from bangladesh i need sugession which book i shouold read for c,question,
6596,how can i apply for your company sir please reply,question,
6597,waiting for that data science tinder tutorial to drop,appreciation,
6598,i wish there was a google classroom for beginners who are studying data science with a expert in the group who could guide us,suggestion,
6599,please same back ke liye bi video banavo,suggestion,
6600,sir please coa ka bhi lecture karwao,suggestion,
6601,this was actually really helpful i m researching for my own future channel but i m thinking about making a program that takes samples of youtube videos and samples yours and marker what similaritys it had on low viewed and high viewed videos,appreciation,
6602,you please visit the most famous haunted places of kolkata once,suggestion,
6603,maheep sir ka uncut version daal hi do ab,suggestion,
6604,it could be better to just download the notebook and convert it to py,suggestion,
6605,bhai chitorgarh jao,suggestion,
6606,sir cdp me ka b option correct hona chahiye,suggestion,
6607,add gta mod at kamla mod,suggestion,
6608,watched just right now but worth it i want to entry in data science because i like to solve problems driven by data i like to see the variables of a problem in the reality and reach a solution solve realworld problems this is something that i couldnt do with enginnering college was a really frustation but there i heard of data science for the very first time and learn stathistics i trying to enter in this field in a self paced manner already study python documentation trying pandas documentation anyway i hope the year ahead will be better,suggestion,
6609,sir please start the machine learning course and python libraries course,suggestion,
6610,after show ke short bhi daalo aashish bhai like bts video and this one is,suggestion,
6611,grape seed oil,normal,
6612,guid escort full time needs for all points,suggestion,
6613,guys ensure that your comments are brief and also spellings are correct so that we can read quickly and move,suggestion,
6614,jonny sir royal pass dedo na plz plz,question,
6615,bhaiya please aap lakh tree lagane ka nischay kar lo please bhaiya bahut kam tree h aapke paas lakh ki family hai please bhaiya tree lagva do,question,
6616,sir giveaway hona chahiye support me everyone guys,suggestion,
6617,codewithharry roadmap for python for data science,suggestion,
6618,sir please gift me this phone,normal,
6619,you forgot stack overflow and ctrl c v,suggestion,
6620,infinix note pro bhi is list mei a sakta tha,suggestion,
6621,samsung m hona chahiye tha,suggestion,
6622,can you make a video on how to switch job for a year experienced professional in it,suggestion,
6623,ajju bhai yaar mere group mein aaye jaldi aao yaar kuchh mangalmay kuchh tare aapko bhi galat mat bol rahe hain jaldi a jao yaar game mein free fire mein aao yaar free fire mein,suggestion,
6624,play devour new map,suggestion,
6625,its showing error page not found,suggestion,
6626,opposition should talk with numbers which the govt canot counter rather than anecdotes and individual cases there should be research and analysis before each members speech and it should be worded in such a way that govt benches should be in defensive and the media will have to report it,suggestion,
6627,sir python ki halp se algo banana shikhao,suggestion,
6628,please enlarge screen next time and font size,suggestion,
6629,it is mentioned briefly in this blog you can go through this link to get a brief understanding about the courses how does a total beginner start to learn machine learning mlarticlelearn about ai and its subsets it should help you good luck,suggestion,
6630,samay stop eating,suggestion,
6631,yarwada mental hospital horror place please video this hospital,suggestion,
6632,rahul gandhi took years from the age of and still he is a youth leader by the next term he will be senior citizen but he is a youth leader no economic reforms only caste politics and minority appeasement actually rahul needed years to understand the congress mechanism of caste and minority appeasement politics let the majority fight within themselves by caste and keep the minority votes united with appeasement brilliant idea but only for congress not for india,suggestion,
6633,sometimes i d like to dress not perfect it depends not to look for details every time,normal,
6634,sir please full stack web development road map,suggestion,
6635,make sure your resume shows the type of value youve been creating at your current company or in your projects the latter is all the more reason to not give up hope even if one has a very poor work history with employment gaps,suggestion,
6636,quiero un descuento en la tienda,,
6637,bhaiyya data analyst pe road map video bna do please,suggestion,
6638,vote for ai and data science cource,suggestion,
6639,mam can you provide roadmap for full stack java developer,question,
6640,how about a movement the other way around from r to python or at least how to start obtaining some fluency in python when you have started with learning r thanks,suggestion,
6641,if you want to go the boss route just learn c and code your own neural network from scratch no simd libraries no math libraries just raw unadulterated c,suggestion,
6642,thanks a lot you two for a great content how can i put some code in the project writing for example in the project what if i want to put some code to present a project as i walk people through it something like jupiter notebook or rmarkdown cheers,question,
6643,dosre hunted ghar men challenge karo plz,suggestion,
6644,why dont you explain in english so that it is useful to non hindi sates,suggestion,
6645,want style videos,suggestion,
6646,data analyst roadmap sir,suggestion,
6647,bhai please curved display phones ke under k upar ek video banaiye na please urgent hai,suggestion,
6648,really awesome my only minor criticism is that in the first half of the video most of the pivot tables and charts are displaying counts when comparing counts between categories ie survival rate by age it really needs to display the percentage of that grouping sadly im too much of a noob to figure it out just yet,suggestion,
6649,sir i want to apply for your company,suggestion,
